1	3	8
1	4	9
1	7	10
1	11	8
1	15	1
1	17	10
1	26	10
1	27	8
1	28	8
1	31	8
1	32	10
1	37	10
1	38	9
1	42	6
1	43	10
1	44	5
1	47	10
1	48	10
1	51	8
1	52	1
1	53	10
1	58	8
1	60	7
1	61	10
1	62	7
1	66	10
1	68	6
1	69	1
1	72	9
1	74	10
1	80	8
1	87	10
1	88	10
1	91	7
1	94	9
1	98	1
1	103	10
1	104	10
1	106	6
1	109	2
1	110	9
1	111	10
1	112	2
1	113	6
1	116	10
1	117	8
1	119	10
1	120	10
1	123	10
1	126	10
1	133	10
1	138	4
1	139	5
1	144	9
1	146	7
1	149	8
1	152	10
1	157	10
1	159	7
1	161	2
1	162	10
1	167	10
1	168	10
1	170	10
1	176	1
1	178	7
1	196	7
1	200	7
1	212	9
1	218	7
1	220	5
1	223	3
1	224	8
1	228	8
1	237	8
1	245	7
1	249	9
1	256	1
1	269	6
1	273	9
1	280	6
1	286	6
1	293	9
1	298	7
1	305	1
1	312	10
1	317	1
1	320	10
1	329	8
1	334	10
1	336	9
1	338	7
1	340	10
1	343	10
1	349	9
1	358	8
1	363	6
1	371	9
1	378	6
1	402	9
1	420	7
1	427	6
1	428	7
1	452	8
1	453	10
1	463	9
1	468	9
1	483	8
1	488	9
1	532	10
1	534	9
1	543	6
1	566	8
1	599	10
1	632	7
1	639	9
1	643	9
1	655	3
1	656	7
1	671	9
1	674	8
1	675	7
1	687	7
1	689	7
1	700	8
1	707	8
1	710	8
1	731	10
1	747	8
1	756	10
1	763	10
1	770	10
1	779	7
1	786	7
1	803	6
1	806	10
1	817	9
1	821	10
1	823	6
1	824	7
1	831	6
1	838	7
1	839	10
1	871	10
1	878	7
1	894	8
1	901	8
1	935	10
1	939	10
1	949	8
1	979	6
1	989	7
1	994	8
1	1017	10
1	1033	7
1	1044	8
1	1047	10
1	1084	6
1	1094	9
1	1101	10
1	1107	10
1	1112	5
1	1131	9
1	1152	7
1	1154	6
1	1162	8
1	1168	8
1	1202	8
1	1215	10
1	1224	7
1	1227	7
1	1228	8
1	1236	8
1	1239	9
1	1242	7
1	1245	7
1	1248	5
1	1258	7
1	1267	7
1	1273	10
1	1282	8
1	1286	7
1	1299	6
1	1303	8
1	1305	10
1	1322	6
1	1330	7
1	1344	10
1	1347	7
1	1370	8
1	1373	8
1	1375	9
1	1385	10
1	1396	6
1	1401	6
1	1404	7
1	1420	7
1	1458	8
1	1509	6
1	1514	9
1	1523	8
1	1534	8
1	1572	6
1	1578	10
1	1587	8
1	1599	10
1	1604	6
1	1607	8
1	1611	10
1	1624	10
1	1636	9
1	1637	6
1	1638	8
1	1657	7
1	1660	8
1	1669	6
1	1679	3
1	1693	7
1	1707	9
1	1720	9
1	1745	7
1	1773	9
1	1777	10
1	1780	10
1	1788	9
1	1794	7
1	1797	8
1	1803	6
1	1816	2
1	1818	5
1	1821	6
1	1824	7
1	1827	8
1	1829	7
1	1830	10
1	1841	2
1	1842	4
1	1845	6
1	1866	5
1	1868	10
1	1869	8
1	1878	8
1	1887	10
1	1900	8
1	1914	8
1	1921	8
1	1923	7
1	1945	6
1	1967	7
1	1972	6
1	1984	10
1	1987	10
1	1995	6
1	2007	9
1	2068	10
1	2092	7
1	2094	9
1	2103	8
1	2124	8
1	2126	7
1	2150	10
1	2160	4
1	2163	6
1	2177	8
1	2195	8
1	2216	7
1	2223	7
1	2236	7
1	2242	5
1	2284	9
1	2299	8
1	2302	8
1	2307	7
1	2363	7
1	2366	8
1	2515	7
1	2536	7
1	2545	8
1	2553	8
1	2568	8
1	2570	9
1	2580	8
1	2586	8
1	2620	8
1	2632	10
1	2652	7
1	2668	7
1	2672	9
1	2675	8
1	2676	3
1	2686	3
1	2703	3
1	2706	7
1	2737	8
1	2738	10
1	2758	6
1	2775	7
1	2793	8
1	2809	6
1	2821	6
1	2830	8
1	2846	7
1	2847	8
1	2868	6
1	2878	6
1	2880	8
1	2883	4
1	2888	6
1	2892	7
1	2894	9
1	2918	8
1	2933	8
1	2961	9
1	2979	6
1	2998	7
1	3017	7
1	3023	10
1	3052	8
1	3066	6
1	3113	8
1	3156	5
1	3178	10
1	3204	8
1	3213	9
1	3222	9
1	3249	9
1	3268	8
1	3276	8
1	3292	8
1	3293	8
1	3332	7
1	3339	10
1	3368	9
1	3398	8
1	3467	9
1	3468	9
1	3478	8
1	3485	8
1	3504	9
1	3516	2
1	3530	1
1	3534	9
1	3572	2
1	3578	2
1	3637	8
1	3639	1
1	3662	7
1	3670	10
1	3683	10
1	3739	5
1	3747	7
1	3762	10
1	3771	2
1	3774	9
1	3807	6
1	3830	7
1	3839	9
1	3867	7
1	3871	7
1	3980	8
1	4016	7
1	4041	8
1	4076	7
1	4096	7
1	4246	6
1	4247	8
1	4248	7
1	4249	8
1	4253	10
1	4264	10
1	4271	10
1	4274	8
1	4281	9
1	4285	7
1	4288	10
1	4293	10
1	4295	8
1	4296	7
1	4298	9
1	4299	8
1	4300	8
1	4303	1
1	4306	7
1	4307	9
1	4321	9
1	4323	8
1	4325	8
1	4333	10
1	4334	10
1	4342	10
1	4345	8
1	4360	8
1	4362	10
1	4366	9
1	4370	8
1	4387	6
1	4391	10
1	4392	7
1	4393	9
1	4399	9
1	4402	6
1	4404	9
1	4405	10
1	4408	10
1	4410	9
1	4413	9
1	4425	8
1	4431	10
1	4435	8
1	4441	9
1	4443	10
1	4446	8
1	4450	10
1	4453	9
1	4456	9
1	4462	8
1	4468	7
1	4470	9
1	4472	9
1	4476	7
1	4479	8
1	4481	9
1	4482	10
1	4494	9
1	4496	10
1	4497	8
1	4499	10
1	4500	10
1	4501	8
1	4502	9
1	4509	8
1	4512	8
1	4525	10
1	4528	9
1	4531	10
1	4534	9
1	4535	10
1	4537	8
1	4549	7
1	4550	7
1	4565	9
1	4571	9
1	4574	8
1	4579	10
1	4586	8
1	4588	10
1	4603	8
1	4620	10
3	7	10
3	17	9
3	34	10
3	37	10
3	38	10
3	43	7
3	44	8
3	47	10
3	48	8
3	51	10
3	61	10
3	62	9
3	66	10
3	94	7
3	95	5
3	106	8
3	133	9
3	136	8
3	138	8
3	145	7
3	157	6
3	162	7
3	168	10
3	173	10
3	178	8
3	245	4
3	254	9
3	273	6
3	334	10
3	336	7
3	343	8
3	347	9
3	371	7
3	382	10
3	639	10
3	675	7
3	687	10
3	707	10
3	709	8
3	747	10
3	756	7
3	786	7
3	878	10
3	939	10
3	979	3
3	1044	9
3	1112	5
3	1152	6
3	1315	7
3	1330	8
3	1373	10
3	1607	5
3	1636	10
3	1679	10
3	1816	9
3	1818	4
3	1837	10
3	1842	3
3	1866	4
3	2195	6
3	2242	1
3	2526	9
3	2676	2
3	2686	5
3	2703	5
3	3113	6
3	3156	6
3	3323	6
3	3339	9
3	3516	2
3	3683	5
3	3771	3
3	3830	9
3	3839	8
3	4334	8
3	4360	8
3	4405	8
3	4408	9
3	4482	10
3	5097	8
6	7	8
6	15	9
6	17	9
6	24	7
6	28	6
6	38	7
6	48	8
6	51	5
6	52	9
6	58	7
6	62	5
6	66	5
6	69	9
6	87	8
6	94	6
6	106	7
6	109	7
6	112	7
6	113	5
6	119	7
6	138	7
6	152	8
6	157	7
6	161	6
6	168	7
6	176	8
6	178	6
6	187	8
